"file","arousal","valence","potency","contempt"
"img_align_celeba/168428.jpg",86.995,79.52,43.245,62.0266749375
"img_align_celeba/152518.jpg",5.445,25.92,54.875,18.549375
"img_align_celeba/121547.jpg",93.52,76.195,50.995,54.787824
"lfw/Tom_Izzo/Tom_Izzo_0001.jpg",83.18,86.48,52.955,25.194799
"img_align_celeba/101740.jpg",99.28,50.995,46.08,3.94039900000001
"img_align_celeba/194748.jpg",93.52,68,74.08,56.953279
"img_align_celeba/198555.jpg",95.195,76.88,71.12,29.9054299375
"img_align_celeba/093975.jpg",22.445,19.22,50,90.849375
"img_align_celeba/037495.jpg",80.78,51.98,63.875,3.94039900000001
"img_align_celeba/188344.jpg",5.78,30.42,23.12,0
"img_align_celeba/012030.jpg",81.395,71.875,52.955,49.0168299375
"lfw/Roger_Mahony/Roger_Mahony_0001.jpg",50.995,60.395,35.28,0
"img_align_celeba/056509.jpg",22.445,18.605,51.98,73.126144
"img_align_celeba/188343.jpg",82,42.32,80.78,71.601759
"img_align_celeba/030018.jpg",97.12,74.08,27.38,0
"img_align_celeba/138662.jpg",82,69.58,48.02,0
"img_align_celeba/065383.jpg",71.12,43.245,76.88,25.194799
"img_align_celeba/032928.jpg",54.875,46.08,77.555,45.299184
"img_align_celeba/052249.jpg",92.78,68,59.5,59.04
"img_align_celeba/069713.jpg",92,87.5,50,0
"img_align_celeba/159217.jpg",81.395,81.395,61.28,0
"img_align_celeba/029496.jpg",82.595,74.08,65.555,23.5730649375
"img_align_celeba/015342.jpg",85.42,61.28,75.5,25.194799
"img_align_celeba/004875.jpg",88.48,61.28,68,52.541679
"img_align_celeba/185435.jpg",99.92,46.08,78.22,0
"img_align_celeba/152949.jpg",36.125,68.795,73.355,93.234799
"lfw/Jeff_Van_Gundy/Jeff_Van_Gundy_0001.jpg",82.595,49.005,43.245,3.94039900000001
"img_align_celeba/100503.jpg",92,57.68,72.62,54.787824
"img_align_celeba/169176.jpg",82,86.48,59.5,0
"img_align_celeba/090181.jpg",78.22,12.5,84.32,11.470719
"img_align_celeba/113273.jpg",40.5,75.5,60.395,52.541679
"lfw/Ozzy_Osbourne/Ozzy_Osbourne_0001.jpg",78.22,54.875,40.5,3.94039900000001
"img_align_celeba/165891.jpg",92,66.38,50,46.5602449375
"img_align_celeba/140901.jpg",73.355,47.045,68.795,15.065344
"img_align_celeba/057226.jpg",99.755,48.02,78.22,0
"lfw/Jennifer_Capriati/Jennifer_Capriati_0026.jpg",53.92,66.38,50,56.953279
"img_align_celeba/045200.jpg",87.5,70.355,50,32.9198049375
"img_align_celeba/185033.jpg",28.125,29.645,27.38,0
"img_align_celeba/052524.jpg",95.5,83.755,91.595,42.710239
"img_align_celeba/013488.jpg",76.88,42.32,75.5,64.846959
"lfw/Mike_Krzyzewski/Mike_Krzyzewski_0006.jpg",80.78,71.875,54.875,32.9198049375
"img_align_celeba/056204.jpg",91.18,66.38,50,21.925104
"img_align_celeba/193599.jpg",83.18,59.5,63.875,42.710239
"img_align_celeba/202429.jpg",98.195,71.875,50.995,0
"img_align_celeba/126402.jpg",95.5,94.88,48.02,21.925104
"img_align_celeba/019308.jpg",71.12,49.005,42.32,13.2819999375
"img_align_celeba/026666.jpg",98.195,78.875,42.32,7.76318400000001
"img_align_celeba/038195.jpg",60.395,50.995,50.995,0
"lfw/Tom_Ridge/Tom_Ridge_0005.jpg",52.955,19.22,36.125,15.065344
"img_align_celeba/127554.jpg",71.12,68,50,18.549375
"img_align_celeba/015298.jpg",97.795,64.72,74.795,0
"img_align_celeba/054572.jpg",86.48,32,61.28,82.149375
"img_align_celeba/103490.jpg",77.555,92.78,83.755,35.8358949375
"img_align_celeba/066213.jpg",82,51.98,42.32,31.425039
"lfw/Monica_Seles/Monica_Seles_0006.jpg",83.18,33.62,83.18,0
"img_align_celeba/053531.jpg",84.32,68,50,0
"lfw/Thomas_Enqvist/Thomas_Enqvist_0001.jpg",53.92,28.88,36.98,25.194799
"img_align_celeba/196667.jpg",98.38,50,68,73.126144
"img_align_celeba/172087.jpg",88.48,71.12,25.92,0
"img_align_celeba/111537.jpg",76.88,27.38,17.405,41.3818359375
"img_align_celeba/186777.jpg",96.62,78.22,63.02,37.257759
"img_align_celeba/113726.jpg",35.28,63.02,82,11.470719
"img_align_celeba/195359.jpg",92,87.5,23.12,0
"lfw/Trudi_Lacey/Trudi_Lacey_0001.jpg",62.155,59.5,46.08,85.6945849375
"img_align_celeba/196257.jpg",34.445,41.405,75.5,45.299184
"img_align_celeba/117635.jpg",64.72,19.22,55.82,52.541679
"img_align_celeba/050122.jpg",97.58,66.38,69.58,0
"img_align_celeba/025139.jpg",37.845,80.155,92.395,0
"img_align_celeba/199801.jpg",74.795,63.02,65.555,81.5937549375
"img_align_celeba/090561.jpg",38.72,68,65.555,99.9258799375
"img_align_celeba/011746.jpg",74.08,63.875,63.875,9.63121093750001
"img_align_celeba/147521.jpg",97.58,40.5,57.68,58.0063599375
"img_align_celeba/125496.jpg",96.875,76.195,91.18,18.549375
"img_align_celeba/176240.jpg",79.52,38.72,63.02,0
"img_align_celeba/050315.jpg",88.48,23.12,23.12,72.3718359375
"img_align_celeba/081369.jpg",63.02,68,63.02,64.846959
"img_align_celeba/058707.jpg",43.245,39.605,61.28,59.04
"img_align_celeba/112608.jpg",82,30.42,89.42,0
"img_align_celeba/162148.jpg",66.38,76.88,35.28,0
"img_align_celeba/201560.jpg",74.08,28.88,70.355,18.549375
"img_align_celeba/113968.jpg",99.955,83.755,50.995,0
"img_align_celeba/071590.jpg",31.205,71.875,62.155,82.6923199375
"img_align_celeba/005148.jpg",78.22,79.52,28.88,0
"img_align_celeba/130398.jpg",86.48,57.68,35.28,0
"img_align_celeba/051194.jpg",87.5,86.48,50.995,50.212864
"img_align_celeba/189099.jpg",63.875,38.72,50,0
"img_align_celeba/022684.jpg",80.78,54.875,28.88,0
"lfw/Jennifer_Capriati/Jennifer_Capriati_0004.jpg",55.82,50,88.48,47.799375
"img_align_celeba/089766.jpg",99.98,73.355,78.875,0
"img_align_celeba/157621.jpg",23.12,43.245,83.755,89.8095399375
"img_align_celeba/148071.jpg",63.02,70.355,50.995,0
"img_align_celeba/129089.jpg",46.08,42.32,28.125,15.065344
"img_align_celeba/020623.jpg",66.38,40.5,64.72,42.710239
"img_align_celeba/021492.jpg",53.92,73.355,63.02,0
"img_align_celeba/050567.jpg",75.5,60.395,47.045,0
"img_align_celeba/083115.jpg",74.08,64.72,47.045,37.257759
"img_align_celeba/140532.jpg",50,71.875,31.205,83.7409599375
"img_align_celeba/181022.jpg",32,88.48,23.12,0
"img_align_celeba/007076.jpg",21.78,44.18,44.18,62.984944
"img_align_celeba/103051.jpg",83.18,74.795,72.62,66.637824
"img_align_celeba/124811.jpg",72.62,82,59.5,54.787824
"img_align_celeba/103516.jpg",94.88,88.48,50,0
"img_align_celeba/031588.jpg",93.875,68,53.92,0
"lfw/Hugo_Chavez/Hugo_Chavez_0022.jpg",69.58,25.92,50,0
"img_align_celeba/058382.jpg",76.88,46.08,50,0
"img_align_celeba/016793.jpg",80.155,44.18,53.92,63.9249609375
"img_align_celeba/143654.jpg",66.38,48.02,81.395,59.04
"img_align_celeba/128695.jpg",30.42,53.92,40.5,25.194799
"img_align_celeba/105717.jpg",87.5,75.5,35.28,45.299184
"img_align_celeba/076317.jpg",71.12,94.88,51.98,0
"lfw/George_W_Bush/George_W_Bush_0169.jpg",74.08,63.02,68,47.799375
"img_align_celeba/119269.jpg",81.395,25.92,45.125,0
"img_align_celeba/091729.jpg",67.195,64.72,37.845,40.030464
"img_align_celeba/037036.jpg",64.72,74.08,71.12,50.212864
"lfw/Tracy_McGrady/Tracy_McGrady_0002.jpg",98.72,76.88,64.72,0
"img_align_celeba/197937.jpg",55.82,74.08,84.32,0
"lfw/Wayne_Ferreira/Wayne_Ferreira_0004.jpg",69.58,27.38,44.18,18.549375
"img_align_celeba/103546.jpg",100,50,97.58,0
"img_align_celeba/153585.jpg",99.5,83.18,45.125,0
"img_align_celeba/184531.jpg",98.875,83.18,51.98,20.2506349375
"img_align_celeba/000308.jpg",57.68,71.12,85.42,92.688384
"img_align_celeba/151113.jpg",100,44.18,60.395,7.76318400000001
"img_align_celeba/101233.jpg",98,95.795,50.995,61.049919
"img_align_celeba/119517.jpg",74.08,74.08,51.98,0
"img_align_celeba/047788.jpg",92.78,49.005,93.52,18.549375
"img_align_celeba/001385.jpg",72.62,71.875,66.38,45.299184
"img_align_celeba/126994.jpg",79.52,71.12,25.92,37.257759
"lfw/JJ_Redick/JJ_Redick_0002.jpg",36.98,51.98,69.58,11.470719
"img_align_celeba/082867.jpg",97.12,47.045,85.955,0
"lfw/Monica_Seles/Monica_Seles_0004.jpg",43.245,37.845,87.5,0
"img_align_celeba/178333.jpg",83.755,87.995,35.28,0
"lfw/Jennifer_Capriati/Jennifer_Capriati_0029.jpg",50,51.98,89.42,9.63121093750001
"img_align_celeba/078517.jpg",80.78,27.38,24.5,0
"lfw/Monica_Seles/Monica_Seles_0002.jpg",89.42,28.88,76.88,0
"img_align_celeba/011234.jpg",51.98,78.22,64.72,0
"img_align_celeba/127776.jpg",90.755,52.955,94.555,0
"img_align_celeba/031731.jpg",97.12,99.595,86.995,41.3818359375
"lfw/Tommy_Robredo/Tommy_Robredo_0002.jpg",63.02,63.02,55.82,0
"img_align_celeba/015564.jpg",96.08,80.78,61.28,34.39
"lfw/Tina_Fey/Tina_Fey_0001.jpg",74.08,79.52,73.355,67.5071499375
"img_align_celeba/178763.jpg",94.22,86.48,74.08,0
"img_align_celeba/149442.jpg",92,63.02,59.5,0
"lfw/Anastasia_Myskina/Anastasia_Myskina_0002.jpg",75.5,61.28,50,15.065344
"img_align_celeba/162298.jpg",93.52,82,69.58,62.984944
"img_align_celeba/152360.jpg",61.28,67.195,75.5,16.8210399375
"img_align_celeba/179889.jpg",50,51.98,57.68,79.848879
"img_align_celeba/003688.jpg",77.555,30.42,45.125,61.049919
"img_align_celeba/202144.jpg",59.5,88.48,68,40.030464
"img_align_celeba/122938.jpg",92.78,80.78,50,21.925104
"img_align_celeba/041661.jpg",64.72,82,74.08,45.299184
"lfw/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0008.jpg",84.875,87.995,70.355,26.7905859375
"img_align_celeba/191618.jpg",61.28,66.38,75.5,40.030464
"img_align_celeba/148816.jpg",78.22,33.62,94.22,58.0063599375
"lfw/Jennifer_Capriati/Jennifer_Capriati_0018.jpg",35.28,38.72,82,0
"img_align_celeba/199408.jpg",63.875,63.02,74.08,49.0168299375
"img_align_celeba/101812.jpg",83.18,64.72,42.32,40.030464
"img_align_celeba/130705.jpg",83.755,71.875,71.12,29.9054299375
"img_align_celeba/014707.jpg",50,83.18,74.08,99.999984
"img_align_celeba/136026.jpg",79.52,63.02,64.72,71.601759
"img_align_celeba/201430.jpg",75.5,82,79.52,81.025264
"img_align_celeba/108970.jpg",96.08,64.72,74.795,73.8648999375
"img_align_celeba/125420.jpg",85.42,82.595,78.22,87.882639
"img_align_celeba/099876.jpg",86.48,76.88,59.5,0
"img_align_celeba/163772.jpg",93.52,51.98,63.02,9.63121093750001
"img_align_celeba/052813.jpg",71.875,29.645,38.72,92.4030859375
"img_align_celeba/016207.jpg",21.78,32,40.5,0
"lfw/Steve_Nash/Steve_Nash_0003.jpg",84.32,78.22,21.78,96.581199
"img_align_celeba/145016.jpg",19.22,75.5,59.5,0
"img_align_celeba/192886.jpg",83.755,82.595,63.875,20.2506349375
"img_align_celeba/088694.jpg",79.52,74.08,61.28,0
"img_align_celeba/130492.jpg",78.22,66.38,69.58,0
"img_align_celeba/162743.jpg",90.32,27.38,25.92,37.257759
"img_align_celeba/193421.jpg",92.395,81.395,58.595,0
"img_align_celeba/173060.jpg",50,40.5,80.78,99.076479
"img_align_celeba/104576.jpg",99.02,91.18,80.78,83.222784
"img_align_celeba/071784.jpg",96.62,84.32,64.72,89.443999
"img_align_celeba/198954.jpg",82,82,30.42,61.049919
"img_align_celeba/142804.jpg",85.42,63.875,72.62,55.8805149375
"img_align_celeba/115461.jpg",33.62,46.08,33.62,45.299184
"img_align_celeba/002500.jpg",76.88,57.68,66.38,54.787824
"img_align_celeba/132768.jpg",90.32,86.48,15.68,3.94039900000001
"img_align_celeba/145869.jpg",92,40.5,75.5,0
"img_align_celeba/019446.jpg",94.88,88.955,36.98,0
"img_align_celeba/129341.jpg",21.125,91.18,56.755,0
"lfw/Thomas_Scavone/Thomas_Scavone_0001.jpg",35.28,36.125,78.22,0
"lfw/Bob_Huggins/Bob_Huggins_0001.jpg",61.28,66.38,83.18,0
"img_align_celeba/128649.jpg",8,38.72,69.58,25.194799
"img_align_celeba/074267.jpg",100,99.92,50,96.581199
"img_align_celeba/042716.jpg",50,24.5,15.68,0
"img_align_celeba/012855.jpg",100,44.18,94.88,0
"img_align_celeba/109538.jpg",51.98,89.42,91.18,82.149375
"img_align_celeba/114248.jpg",75.5,28.88,79.52,70.013424
"lfw/Jennifer_Capriati/Jennifer_Capriati_0003.jpg",37.845,35.28,84.875,38.6558599375
"lfw/Kim_Clijsters/Kim_Clijsters_0001.jpg",56.755,40.5,76.88,55.8805149375
"img_align_celeba/095469.jpg",38.72,66.38,71.12,5.8663449375
"lfw/Pascal_Rheaume/Pascal_Rheaume_0001.jpg",63.02,78.875,48.02,87.882639
"img_align_celeba/089592.jpg",76.88,71.12,71.12,47.799375
"img_align_celeba/183694.jpg",97.12,90.32,38.72,75.2966149375
"lfw/Jennifer_Capriati/Jennifer_Capriati_0038.jpg",38.72,51.98,82.595,82.149375
"img_align_celeba/141465.jpg",20.48,56.755,50.995,75.99
"img_align_celeba/046399.jpg",78.22,61.28,48.02,0
"img_align_celeba/199606.jpg",94.88,92,46.08,25.194799
"img_align_celeba/044109.jpg",15.68,72.62,23.12,0
"img_align_celeba/153030.jpg",6.48,65.555,64.72,70.8156949375
"img_align_celeba/114691.jpg",56.755,71.875,52.955,0
"lfw/Nate_Blackwell/Nate_Blackwell_0001.jpg",99.92,87.995,40.5,21.925104
"img_align_celeba/018038.jpg",83.755,50.995,72.62,72.3718359375
"img_align_celeba/122558.jpg",84.32,75.5,50,74.588319
"img_align_celeba/149256.jpg",72.62,48.02,75.5,66.637824
"img_align_celeba/181658.jpg",77.555,75.5,71.12,42.710239
"img_align_celeba/016666.jpg",64.72,60.395,70.355,0
"lfw/Mick_Jagger/Mick_Jagger_0005.jpg",79.52,35.28,70.355,75.99
"img_align_celeba/039221.jpg",79.52,20.48,51.98,70.013424
"img_align_celeba/201003.jpg",53.92,61.28,25.92,0
"img_align_celeba/077909.jpg",68.795,44.18,28.125,46.5602449375
"img_align_celeba/095616.jpg",58.595,36.98,54.875,74.588319
"img_align_celeba/092325.jpg",61.28,81.395,81.395,95.522544
"lfw/Bob_Huggins/Bob_Huggins_0004.jpg",95.795,32.805,78.875,25.194799
"img_align_celeba/088474.jpg",72.62,40.5,68,99.9878449375
"img_align_celeba/087880.jpg",35.28,63.02,68,37.257759
"img_align_celeba/078218.jpg",91.595,69.58,69.58,61.049919
"img_align_celeba/173650.jpg",61.28,74.795,55.82,41.3818359375
"img_align_celeba/200888.jpg",86.48,30.42,76.88,0
"img_align_celeba/090910.jpg",74.08,57.68,39.605,23.5730649375
"lfw/Mike_Krzyzewski/Mike_Krzyzewski_0002.jpg",90.32,31.205,64.72,34.39
"img_align_celeba/154206.jpg",61.28,14.58,20.48,41.3818359375
"img_align_celeba/053300.jpg",78.22,79.52,78.22,82.149375
"img_align_celeba/139373.jpg",35.28,64.72,68,31.425039
"img_align_celeba/170275.jpg",28.88,38.72,66.38,52.541679
"img_align_celeba/122289.jpg",98.72,75.5,51.98,41.3818359375
"img_align_celeba/095684.jpg",31.205,44.18,49.005,55.8805149375
"img_align_celeba/194651.jpg",86.48,83.755,70.355,11.470719
"img_align_celeba/008932.jpg",28.125,60.395,69.58,76.6686849375
"img_align_celeba/060107.jpg",71.12,72.62,44.18,21.925104
"img_align_celeba/084703.jpg",50.995,71.875,54.875,0
"img_align_celeba/151890.jpg",50,87.5,50,50.212864
"lfw/Dick_Vermeil/Dick_Vermeil_0001.jpg",76.195,82,63.02,35.8358949375
"img_align_celeba/097873.jpg",16.82,78.22,78.875,16.8210399375
"img_align_celeba/080355.jpg",96.355,65.555,49.005,0
"img_align_celeba/026141.jpg",86.48,57.68,61.28,37.257759
"img_align_celeba/031321.jpg",36.125,61.28,70.355,0
"img_align_celeba/090540.jpg",4.20500000000001,22.445,28.125,7.76318400000001
"img_align_celeba/047683.jpg",86.48,90.32,92.78,77.332879
"img_align_celeba/048637.jpg",34.445,63.875,65.555,83.7409599375
"img_align_celeba/137686.jpg",76.88,50,38.72,28.360704
"img_align_celeba/166935.jpg",57.68,46.08,64.72,0
"img_align_celeba/002605.jpg",79.52,64.72,94.22,0
"img_align_celeba/039116.jpg",62.155,70.355,82.595,0
"img_align_celeba/115621.jpg",35.28,63.875,32,0
"img_align_celeba/154610.jpg",95.5,40.5,78.22,0
"img_align_celeba/202389.jpg",98.38,76.195,31.205,20.2506349375
"img_align_celeba/049222.jpg",99.02,62.155,43.245,0
"img_align_celeba/100076.jpg",81.395,67.195,48.02,34.39
"img_align_celeba/182816.jpg",87.5,80.78,87.5,0
"img_align_celeba/041175.jpg",64.72,57.68,72.62,97.44
"img_align_celeba/087018.jpg",38.72,61.28,35.28,56.953279
"img_align_celeba/048956.jpg",30.42,51.98,64.72,45.299184
"img_align_celeba/167213.jpg",27.38,40.5,46.08,62.984944
"img_align_celeba/036800.jpg",50,52.955,58.595,25.194799
"img_align_celeba/017500.jpg",77.555,72.62,91.18,13.2819999375
"img_align_celeba/133672.jpg",99.28,84.875,50,0
"img_align_celeba/010419.jpg",8,81.395,50,44.0159349375
"img_align_celeba/145514.jpg",99.98,66.38,50,0
"lfw/Stefan_Holm/Stefan_Holm_0001.jpg",82,53.92,76.88,34.39
"lfw/Jelena_Dokic/Jelena_Dokic_0001.jpg",27.38,38.72,90.32,56.953279
"img_align_celeba/139139.jpg",48.02,42.32,66.38,42.710239
"lfw/Mike_Babcock/Mike_Babcock_0002.jpg",56.755,52.955,83.755,11.470719
"img_align_celeba/007578.jpg",70.355,78.875,51.98,23.5730649375
"img_align_celeba/052975.jpg",85.42,58.595,56.755,0
"img_align_celeba/141002.jpg",87.995,87.995,91.18,59.04
"img_align_celeba/128836.jpg",87.5,83.18,68,68.359375
"img_align_celeba/177845.jpg",23.12,23.12,74.08,40.030464
"img_align_celeba/037849.jpg",99.395,20.48,71.12,0
"img_align_celeba/185137.jpg",82,68,55.82,0
"img_align_celeba/102895.jpg",23.12,80.78,42.32,7.76318400000001
"img_align_celeba/033279.jpg",89.875,41.405,83.18,5.8663449375
"img_align_celeba/133813.jpg",89.42,80.78,42.32,67.5071499375
"img_align_celeba/183370.jpg",77.555,63.875,59.5,13.2819999375
"img_align_celeba/122653.jpg",87.5,72.62,68,62.984944
"img_align_celeba/196264.jpg",87.995,50,60.395,0
"img_align_celeba/047060.jpg",78.875,32.805,23.12,59.04
"img_align_celeba/117759.jpg",33.62,82,74.08,0
"img_align_celeba/133541.jpg",99.155,82,81.395,28.360704
"img_align_celeba/186480.jpg",86.48,71.12,33.62,47.799375
"img_align_celeba/072999.jpg",71.12,68,78.22,0
"img_align_celeba/173359.jpg",25.92,83.18,72.62,0
"img_align_celeba/107705.jpg",74.08,81.395,54.875,45.299184
"img_align_celeba/030590.jpg",89.875,15.68,74.08,25.194799
"img_align_celeba/090071.jpg",23.805,63.875,68,75.99
"img_align_celeba/151999.jpg",53.92,65.555,54.875,34.39
"lfw/Adrian_Nastase/Adrian_Nastase_0002.jpg",38.72,59.5,51.98,0
"img_align_celeba/001812.jpg",36.98,64.72,59.5,0
"img_align_celeba/110304.jpg",57.68,80.78,48.02,0
"img_align_celeba/117045.jpg",49.4986643819138,49.4251964939758,50.628962575458,0
"img_align_celeba/138991.jpg",50,63.02,51.98,15.065344
"img_align_celeba/047862.jpg",38.72,61.28,44.18,0
"img_align_celeba/041540.jpg",37.845,80.78,43.245,0
"img_align_celeba/108150.jpg",94.88,59.5,48.02,0
"img_align_celeba/049227.jpg",46.08,63.02,50,0
"img_align_celeba/090154.jpg",34.445,68,41.405,45.299184
"img_align_celeba/119413.jpg",71.875,74.08,45.125,21.925104
"img_align_celeba/010260.jpg",50.2020712532103,49.9745300817303,49.2919140504673,0
"lfw/Guillermo_Coria/Guillermo_Coria_0006.jpg",85.42,63.875,59.5,5.8663449375
"img_align_celeba/000906.jpg",48.02,40.5,55.82,0
"img_align_celeba/172949.jpg",61.28,64.72,48.02,0
"img_align_celeba/135961.jpg",39.605,57.68,33.62,0
"img_align_celeba/152774.jpg",72.62,88.48,51.98,18.549375
"img_align_celeba/157403.jpg",53.92,85.955,54.875,54.787824
"img_align_celeba/003468.jpg",53.92,78.875,53.92,0
"img_align_celeba/191959.jpg",51.98,71.12,51.98,0
"lfw/Princess_Caroline/Princess_Caroline_0001.jpg",45.125,77.555,46.08,0
"img_align_celeba/071095.jpg",47.045,87.995,52.955,0
"img_align_celeba/131982.jpg",30.42,50,38.72,0
"img_align_celeba/188157.jpg",22.445,49.005,64.72,96.581199
"img_align_celeba/144079.jpg",84.32,92.78,46.08,0
"img_align_celeba/044711.jpg",68,78.875,68.795,28.360704
"img_align_celeba/132523.jpg",38.72,67.195,53.92,0
"img_align_celeba/187103.jpg",38.72,86.48,50,61.049919
"img_align_celeba/115901.jpg",88.955,53.92,82,49.0168299375
"img_align_celeba/120559.jpg",85.955,87.5,80.155,23.5730649375
"img_align_celeba/014908.jpg",46.08,65.555,35.28,41.3818359375
"img_align_celeba/037069.jpg",20.48,50,48.02,0
"img_align_celeba/186699.jpg",94.88,61.28,50,28.360704
"lfw/Chuck_Bednarik/Chuck_Bednarik_0001.jpg",40.5,63.02,50,0
"img_align_celeba/004000.jpg",28.125,28.125,75.5,0
"lfw/Grant_Rossenmeyer/Grant_Rossenmeyer_0001.jpg",77.555,64.72,47.045,0
"lfw/Amelia_Vega/Amelia_Vega_0001.jpg",63.02,83.18,50,0
"img_align_celeba/163502.jpg",82,35.28,36.125,0
"img_align_celeba/186738.jpg",92,58.595,89.875,11.470719
"img_align_celeba/185249.jpg",45.125,55.82,71.875,53.6749609375
"lfw/Jan_Ullrich/Jan_Ullrich_0002.jpg",69.58,50,68,28.360704
"img_align_celeba/097111.jpg",61.28,42.32,59.5,42.710239
"img_align_celeba/130120.jpg",100,64.72,38.72,0
"lfw/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0003.jpg",38.72,44.18,47.045,13.2819999375
"lfw/Paul_Wals/Paul_Wals_0001.jpg",86.48,85.42,59.5,3.94039900000001
"img_align_celeba/000002.jpg",70.355,92,56.755,28.360704
"img_align_celeba/000011.jpg",71.12,50.995,73.355,23.5730649375
"img_align_celeba/000014.jpg",46.08,82,59.5,0
"img_align_celeba/000019.jpg",49.2837155475281,50.3625425868668,50.4637589957565,0
"img_align_celeba/000020.jpg",23.12,44.18,24.5,0
"img_align_celeba/000024.jpg",52.955,75.5,42.32,11.470719
"img_align_celeba/000027.jpg",63.02,86.48,57.68,11.470719
"img_align_celeba/000072.jpg",46.08,98.72,57.68,7.76318400000001
"img_align_celeba/000140.jpg",50,30.42,38.72,0
"img_align_celeba/000157.jpg",50.9731882833876,49.6453291377984,49.1898835310712,0
"img_align_celeba/000173.jpg",71.12,82.595,67.195,0
"img_align_celeba/000208.jpg",50,93.52,64.72,25.194799
"img_align_celeba/000209.jpg",50,93.52,50,45.299184
"img_align_celeba/000234.jpg",51.98,59.5,50,0
"img_align_celeba/000248.jpg",50,55.82,42.32,56.953279
"img_align_celeba/000256.jpg",71.12,89.42,61.28,0
"img_align_celeba/000324.jpg",50,79.52,50,0
"img_align_celeba/000437.jpg",100,51.98,85.42,0
"img_align_celeba/000518.jpg",50,86.48,69.58,23.5730649375
"img_align_celeba/000593.jpg",50,88.48,55.82,56.953279
"img_align_celeba/000620.jpg",68,78.22,50,0
"img_align_celeba/000649.jpg",90.32,63.02,32.805,61.049919
"img_align_celeba/000818.jpg",59.5,96.08,69.58,0
"img_align_celeba/000934.jpg",96.08,72.62,48.02,20.2506349375
"img_align_celeba/001911.jpg",51.98,58.595,63.875,93.234799
"img_align_celeba/002106.jpg",84.32,64.72,79.52,52.541679
"img_align_celeba/003285.jpg",100,50,78.22,74.588319
"img_align_celeba/003350.jpg",50,50,50,62.984944
"img_align_celeba/003477.jpg",90.32,44.18,41.405,0
"img_align_celeba/004064.jpg",37.845,28.88,65.555,45.299184
"img_align_celeba/004155.jpg",74.08,21.78,75.5,87.04
"img_align_celeba/004532.jpg",14.58,36.98,50,45.299184
"img_align_celeba/004670.jpg",20.48,9.68,61.28,0
"img_align_celeba/004751.jpg",34.445,48.02,88.48,92.688384
"img_align_celeba/005223.jpg",42.32,41.405,82,45.299184
"img_align_celeba/005553.jpg",99.995,87.995,28.88,18.549375
"img_align_celeba/005594.jpg",83.18,79.52,40.5,28.360704
"img_align_celeba/006521.jpg",86.995,54.875,71.875,59.04
"img_align_celeba/006659.jpg",48.02,44.18,48.02,50.212864
"img_align_celeba/007736.jpg",25.92,36.98,74.08,9.63121093750001
"img_align_celeba/007839.jpg",50,76.88,61.28,59.04
"img_align_celeba/008511.jpg",76.88,22.445,61.28,54.787824
